x,y,output
3.2744756053352786,5.411283873829041,0
7.184663849127339,9.508939337719102,0
1.860253086504574,5.3876848538054825,0
1.1945539585653508,4.859849099564047,0
8.902297300699232,9.704339162028012,0
5.828109740630253,6.791224965260199,0
4.476610321821742,5.9763158265397225,0
1.8613366891648575,3.4908143611315685,0
6.490919760129918,7.740839173119941,0
2.0304102373559116,3.1514064022770256,0
0.6234574937264281,2.7119962420373565,0
1.5898192497414043,3.6299478539237295,0
5.261461109336963,8.064583066845216,0
7.107010403731175,8.766718185770753,0
0.4993928722741048,3.7957880356233313,0
8.32417339468296,11.640679128811595,0
7.904930354801064,12.066113454375742,0
4.741895358000134,9.403778954130841,0
7.870480964069894,11.781856572618134,0
0.0029130137912325438,1.7042973375203303,0
5.51763644015981,9.151611188771511,0
9.085223193406161,11.992653406825275,0
2.1211256466415165,6.2655425729960195,0
4.369613684329839,5.9207116275233975,0
3.834450093709554,6.2714270267438845,0
5.797427155333487,9.1272223051884,0
7.594054305395348,7.706609888655782,0
3.4259395201727774,6.21490680285622,0
2.7702242839533096,5.1103216889871295,0
3.9562434218614095,8.911134743813092,0
3.6524683194494125,5.280390848822757,0
2.621157747506271,7.090695537302942,0
0.3712113863945632,5.2259126768215935,0
3.777239465250515,6.0833632115768435,0
0.09624945830594589,4.248010750264626,0
4.2299158850722485,5.018650771271806,0
7.889822780004413,11.916290107474886,0
2.8795651489370755,3.379658631753162,0
7.427928746645533,10.29325878780903,0
0.7915461258232959,1.441683542328457,0
3.0833895355941254,5.959924724218748,0
1.7980630986713497,4.436696318762744,0
9.128717608841871,12.447142936450827,0
4.878685284052022,8.918768365271323,0
1.3728371238369241,2.445307232199119,0
5.43809196471695,9.19043665234441,0
8.962212477483945,10.206559550792463,0
1.2354150864467306,5.357385862677268,0
3.9451655563124497,7.930630289708872,0
9.177934989364486,13.250514470020795,0
4.183246292780397,8.434850313138817,0
9.46188721897705,13.29899015260247,0
3.7347967695801145,4.618353695099176,0
9.433341349137006,12.442664291937984,0
3.0612778403250074,7.060120074275774,0
2.261230017843422,7.118961506717321,0
4.943333852055388,8.917857081737719,0
4.929576923104822,6.5270053980226646,0
8.171883600117727,12.059009294221598,0
8.471763576506982,10.255067270035982,0
4.155321168365088,5.660676706263843,0
0.6001711858941339,4.874164237654638,0
8.140164778974064,12.58611039160211,0
5.498973642257323,6.349956520707836,0
4.273394715153773,4.780117039402568,0
5.681227389112919,8.538084321926652,0
0.9298251229688037,4.631894742658142,0
2.830181248598848,5.466940654101876,0
0.8224308368782296,1.263599229684665,0
1.567504194008279,5.1922709501362965,0
9.36679641924368,12.091798989002598,0
3.9067366308643905,5.783826042747477,0
6.752879990246688,9.381632852103447,0
8.243020270816503,9.4612412096461,0
9.363537945165719,10.107689507593758,0
2.3286286656701902,6.6063774629495455,0
2.0870227727907906,4.33789338164118,0
9.662974118537356,12.715125089152615,0
2.8474230803804046,4.126262991374257,0
1.7972540372918266,5.426607362458254,0
