x,y,y_true,y_conformal
3.384164631109514,-0.322588928808508,1.0,1.0
5.57953397706887,7.181109986411959,-1.0,-1.0
1.491253806069227,0.2254079645329525,1.0,1.0
4.153883069443506,5.800095692013218,-1.0,-1.0
0.6322430206464524,-3.5274558332797765,1.0,1.0
0.870186133330072,3.2557965281009533,-1.0,-1.0
0.9961035498742988,-1.4965112726845726,1.0,1.0
2.475541300985462,-1.038720213196524,1.0,1.0
9.926167975981382,5.9186656946021445,1.0,1.0
8.423460445926596,6.3695921435386325,1.0,1.0
5.393394077971544,7.564091818518037,-1.0,-1.0
3.4712485771724886,0.2006330545985393,1.0,1.0
3.71490575846445,6.562454374553145,-1.0,-1.0
7.986116080408409,6.041694981719573,1.0,1.0
0.4225679200942978,-1.1630682727567248,1.0,1.0
7.48996775611884,6.474629362752474,1.0,1.0
8.800132823275181,10.247160228214254,-1.0,-1.0
4.383505586626958,3.593141918754183,1.0,1.0
8.204773789059185,11.182970808855508,-1.0,-1.0
6.358270638434586,10.00167929922987,-1.0,-1.0
0.4261944261038586,0.003590349037601,1.0,-1.0
9.373447022282384,8.23733123992653,1.0,1.0
8.75116892435331,5.267691134394552,1.0,1.0
9.854451589664968,5.9004360813189365,1.0,1.0
2.2203626862651458,4.441716742204422,-1.0,-1.0
5.561010528821809,8.152866504134217,-1.0,-1.0
0.4279124286178615,5.289723135984108,-1.0,-1.0
7.2342978944815295,4.779344853287912,1.0,1.0
4.57397633151016,2.319955954887924,1.0,1.0
9.884765510241351,5.385716038379107,1.0,-1.0
9.91304392330401,10.598768006159537,-1.0,-1.0
0.3667944407995294,-2.503237414918234,1.0,1.0
3.2043948699959857,3.378013954475279,-1.0,-1.0
4.426431534867223,8.722753698883125,-1.0,-1.0
0.7043233121881365,4.086731888841124,-1.0,-1.0
9.690820078496593,8.301221648711602,1.0,1.0
3.0765414542204725,2.395538137239104,1.0,1.0
7.347623388948818,3.21104713522732,1.0,1.0
3.9728324774245714,-0.4046648553796643,1.0,1.0
5.69725617784087,4.268650072784368,1.0,1.0
0.2670487212385264,-1.3503859759225172,1.0,1.0
0.3946441972142545,3.4619385181453657,-1.0,-1.0
8.639251710766162,5.58767037678672,1.0,1.0
6.563518840100359,2.297813512122878,1.0,1.0
4.489598670645179,2.47849214145844,1.0,1.0
6.853579469729896,3.277104774999483,1.0,1.0
1.4599379949287472,4.103018805646509,-1.0,-1.0
1.240922963400194,4.560971477749935,-1.0,-1.0
3.066344233996218,1.870746439391035,1.0,1.0
6.384179572973393,1.817770467529181,1.0,1.0
3.940786916596584,7.838612152546613,-1.0,-1.0
8.23544251370001,9.97105140471228,-1.0,-1.0
8.23738327588203,12.088891969809453,-1.0,-1.0
3.638162288756539,5.026949606064374,-1.0,-1.0
3.474458004381563,-0.3656101622995464,1.0,1.0
1.1301555940486183,2.088280506423549,-1.0,-1.0
5.748159541331961,3.942249892400856,1.0,1.0
5.6986160653395,4.291772471979505,1.0,1.0
5.117059314052447,8.845596789499831,-1.0,-1.0
7.220147550780646,5.7286653301037305,1.0,1.0
1.4207204763831849,4.629503367361366,-1.0,-1.0
4.457477550705525,6.765697120592163,-1.0,-1.0
8.821469871308548,6.139602133485494,1.0,1.0
0.0970646980393485,-3.1260308579797176,1.0,1.0
4.741928764930621,4.339132216459642,1.0,-1.0
5.69236191228197,9.437457043869628,-1.0,-1.0
5.29418580835718,3.8859330829920857,1.0,1.0
7.436542381151624,3.3607950872382872,1.0,1.0
4.383306319953743,3.248583434631228,1.0,1.0
8.216329962290988,4.559446703782322,1.0,1.0
4.737121216172296,2.110476484558651,1.0,1.0
5.794174521168285,5.400481990229882,1.0,-1.0
6.239421116612565,5.544487418049156,1.0,1.0
4.2299158850722485,5.018650771271806,-1.0,-1.0
7.47970362128317,12.185000094079763,-1.0,-1.0
2.4404776707455547,4.319081916021811,-1.0,-1.0
0.2399280967320727,-3.8014164307620666,1.0,1.0
3.452398018030811,6.739091093412803,-1.0,-1.0
8.115397514721664,9.353552916380108,-1.0,-1.0
5.977621460759216,9.71322316882751,-1.0,-1.0
6.353277074648736,6.583108917481074,-1.0,-1.0
7.085673504824506,5.578206637420615,1.0,1.0
1.2104738956957315,2.809909863031808,-1.0,-1.0
4.764572899854508,3.2555135414572227,1.0,1.0
3.1446417654140046,3.0261537761178645,1.0,-1.0
2.975089358639224,0.3626419486475343,1.0,1.0
4.830561085976863,4.104921693098799,1.0,1.0
0.1791696952476151,-2.883556918853244,1.0,1.0
6.132025442307031,7.526744819983427,-1.0,-1.0
8.422606329464585,3.985563519891192,1.0,1.0
4.087135912504653,0.3535968518841081,1.0,1.0
2.965799189883332,2.70788719972285,1.0,-1.0
9.524452359550308,7.855960305593034,1.0,1.0
9.15834606504618,5.477852555982958,1.0,1.0
2.73126255369582,7.381944957985983,-1.0,-1.0
1.77630196284305,2.12939640643416,-1.0,-1.0
4.570230199894527,9.44306028202072,-1.0,-1.0
7.783332501744132,9.332826123430502,-1.0,-1.0
5.629878543103186,1.1544843050787916,1.0,1.0
7.881859336026152,10.130989517544243,-1.0,-1.0
4.799429996493885,1.5554824392721032,1.0,1.0
3.865620537988813,1.1790663897402145,1.0,1.0
4.195371738578172,5.386804923813236,-1.0,-1.0
1.2632722812519248,5.843014219033697,-1.0,-1.0
7.500699199570622,12.438122230279564,-1.0,-1.0
1.1758445493753211,-0.7167767790740514,1.0,1.0
1.1123027866296376,5.65684458612684,-1.0,-1.0
2.0933147468220445,-2.869687765463347,1.0,1.0
0.9289871135200656,4.959798135090593,-1.0,-1.0
2.7221198896992505,7.024497175646868,-1.0,-1.0
8.16027382132156,7.366885637105081,1.0,1.0
3.392439970741852,7.50835920523996,-1.0,-1.0
3.057709420909409,2.4046188921474245,1.0,1.0
4.772340981009099,4.384665315883524,1.0,-1.0
9.298742683134517,4.403150797336739,1.0,1.0
1.5726894357570165,0.4543232996373643,1.0,1.0
3.595826840422973,5.151162591205073,-1.0,-1.0
5.953932496934808,1.256111435879034,1.0,1.0
9.581070218525468,7.002967042052624,1.0,1.0
1.57908856564971,4.257622009959763,-1.0,-1.0
8.577559564168984,7.8616418864305295,1.0,1.0
4.7806938931461,5.865737890382141,-1.0,-1.0
1.965107933600173,-0.4555193269035851,1.0,1.0
3.371114544077137,4.2230073293764425,-1.0,-1.0
9.967221065731987,8.728661271185569,1.0,1.0
5.121595708358612,5.598375199728258,-1.0,-1.0
8.939894945792137,12.494878848358564,-1.0,-1.0
0.3335765548503655,-3.416842209127572,1.0,1.0
1.2948047206644064,5.665311563363446,-1.0,-1.0
2.9101466456297964,-1.171351876803436,1.0,1.0
8.421839717070455,7.049274551602557,1.0,1.0
7.5105304347771,6.6001145440152325,1.0,1.0
5.81758055661857,1.7574117419063997,1.0,1.0
4.276021855719688,2.3443967826077987,1.0,1.0
0.3098577436247973,1.2543130783075132,-1.0,-1.0
2.808537892177005,0.189383474308618,1.0,1.0
8.400302578756737,8.858644104376232,-1.0,-1.0
4.124852640526113,5.743082642562209,-1.0,-1.0
3.49277503057205,-0.1244645993298911,1.0,1.0
5.759456180556086,4.917368944223856,1.0,1.0
7.174445263800518,9.550829894996811,-1.0,-1.0
5.390095013748989,2.2177249698904604,1.0,1.0
6.057209091846979,1.6470483086460952,1.0,1.0
2.573490783206504,-1.8017975116820724,1.0,1.0
0.4015797754493877,-2.7157045348885185,1.0,1.0
3.985381604632999,-0.1269845486702259,1.0,1.0
6.06611347681386,5.501223453414383,1.0,1.0
2.2812801465858765,-1.3512803316965916,1.0,1.0
2.65224748672022,0.6681675679912227,1.0,1.0
1.9838860301666472,-0.7949212539764592,1.0,1.0
7.2406880264969775,7.359297625819591,-1.0,-1.0
4.23666283781254,8.003746318517374,-1.0,-1.0
4.480272605294329,6.512822709037215,-1.0,-1.0
1.955965945654984,-2.663282910751956,1.0,1.0
1.037625364062913,3.5922046807495027,-1.0,-1.0
4.1639802700983966,2.911625552582433,1.0,1.0
3.156965272529773,6.996127749977104,-1.0,-1.0
6.109059873963897,7.478655326368827,-1.0,-1.0
4.082863647165792,0.9153537157911992,1.0,1.0
0.0264659154878055,0.7284008170679057,-1.0,-1.0
2.781013015080525,4.83694647114319,-1.0,-1.0
2.8654085957944817,7.762625579160906,-1.0,-1.0
5.354896264052647,3.053606196135178,1.0,1.0
4.974677805430931,9.764240664595691,-1.0,-1.0
6.624263102136546,2.770351402529041,1.0,1.0
9.982551864098475,7.038980189320877,1.0,-1.0
4.238794017906824,8.683165034615126,-1.0,-1.0
2.033991468736086,-2.4796925646017494,1.0,1.0
8.372453316542895,7.465149276509035,1.0,1.0
1.5598805665682047,-2.039826240685371,1.0,1.0
6.8366606980766464,1.8527537233475664,1.0,-1.0
3.835152426782159,-1.0063967771301998,1.0,1.0
1.936504698532332,6.649061381915355,-1.0,-1.0
5.556926493048435,1.3391818137989144,1.0,1.0
0.6640951074024537,3.3570009243343297,-1.0,-1.0
2.7399523435339788,1.125224636351923,1.0,1.0
2.725912136041433,7.525626760448612,-1.0,-1.0
9.337571472116435,5.220039796393882,1.0,1.0
4.084052177044346,1.716241174079785,1.0,1.0
0.2499465088958063,-4.314791794986595,1.0,1.0
5.865779393648739,7.736700090018533,-1.0,-1.0
1.4551101995098814,-1.590490781686888,1.0,1.0
1.1793181331868208,2.500461401460848,-1.0,-1.0
8.764377592892188,5.730743178356446,1.0,1.0
5.402191292895999,6.671129233380081,-1.0,-1.0
0.463418224722808,0.9378773082401928,-1.0,-1.0
8.486379798120193,9.215180911677924,-1.0,-1.0
6.839103794863023,10.39042059382064,-1.0,-1.0
4.795305318212916,6.457933614850914,-1.0,-1.0
1.0213445301146884,4.552806086971705,-1.0,-1.0
8.182595255661553,5.045357710501873,1.0,1.0
7.385160362879853,2.662486116230075,1.0,1.0
3.6356210693807087,6.74589346154219,-1.0,-1.0
9.785086256979437,13.49676631533697,-1.0,-1.0
3.3154327130469543,7.176132246934173,-1.0,-1.0
6.04983056216632,2.437556121911912,1.0,1.0
1.6562938097186477,4.038518205851904,-1.0,-1.0
3.83453684650482,2.4469885153134907,1.0,1.0
8.600854180152783,9.056114458383808,-1.0,-1.0
2.2384560237117634,-1.0170422188477626,1.0,1.0
9.99932040567224,7.716834642836567,1.0,1.0
2.119702963714245,-2.5268460440834475,1.0,1.0
7.455495671835416,10.994073918921,-1.0,-1.0
4.412224463716132,5.726180377366969,-1.0,-1.0
8.681283601224386,12.404496599718453,-1.0,-1.0
4.939747119250387,4.532082830109785,1.0,-1.0
2.333427866338189,4.735912779786329,-1.0,-1.0
5.491849692916792,2.945991404363026,1.0,1.0
6.792070906761265,3.9601673818726018,1.0,1.0
0.7230164686139728,3.1067140280110306,-1.0,-1.0
8.711573010223434,8.412977591782017,1.0,-1.0
9.389542094271192,9.496200133754334,-1.0,-1.0
1.930824247123608,5.209458917248148,-1.0,-1.0
1.678776471645016,4.932254483402109,-1.0,-1.0
8.205091683843431,5.480330495207916,1.0,1.0
0.8937541179261499,4.860428656794625,-1.0,-1.0
6.453434092583491,4.041535995853428,1.0,1.0
8.030935019897159,4.1377314854078975,1.0,1.0
8.58668288308787,5.030467993558021,1.0,1.0
1.5217915172446994,4.550808453372169,-1.0,-1.0
1.6695430246048548,-2.460862531204455,1.0,1.0
2.131281999458857,-1.0075778071425463,1.0,1.0
0.7154738257289239,-0.7178840245744327,1.0,1.0
6.4745587229213,3.4649415714864453,1.0,1.0
1.2696890510477763,-0.1900649072298461,1.0,1.0
4.797176012283079,7.806036750388033,-1.0,-1.0
1.9882188286128644,0.6283523736619121,1.0,1.0
6.721980582720062,7.40901258804714,-1.0,-1.0
